,appId,content,sentiment,content_cleaned
143056,com.swampsend.maastokartat,"olen tyyväinen ,paikannus toimii kalastajallekin oikein hyvin,verkkopaikat löytyy .",positive,olen tyyväinen paikannus toimii kalastajallekin oikein hyvin verkkopaikat löytyy 
111384,com.elisa.viihde,Toimii just niin kuin pitääkin :),positive,toimii just niin kuin pitääkin 
127872,com.spotify.music,"Kaikki toimii, niin kuin pitää, aivan mahtava.",positive,kaikki toimii niin kuin pitää aivan mahtava 
148722,com.appmind.radios.fi,Kaikki radiokanavat toimivat ja apin mainokset eivät ole häiritseviä radion soiton kannalta.,positive,kaikki radiokanavat toimivat ja apin mainokset eivät ole häiritseviä radion soiton kannalta 
13910,com.yle.webtv,Hieno,positive,hieno
20421,com.nordea.mobiletoken,Näppärä. Toimii hyvin. Adennettu 3 tabuun ja puhelimeen ja toimii kuin rasvattu salama.,positive,näppärä toimii hyvin adennettu 3 tabuun ja puhelimeen ja toimii kuin rasvattu salama 
68232,com.fluffyfairygames.idleminertycoon,JOO,positive,joo
123594,com.spotify.music,"Siga gyvfä, eivaa on muute oikeesti hyvä toi uus",positive,siga gyvfä eivaa on muute oikeesti hyvä toi uus
43103,fi.nordea.mobilebank,Toimii. Helpottaa arkea.,positive,toimii helpottaa arkea 
68682,com.yle.lastenareena,Sairaan op,positive,sairaan op
65976,com.fluffyfairygames.idleminertycoon,Ihan sik hyv,positive,ihan sik hyv
55500,fi.itella.posti.android,Kätevä.,positive,kätevä 
115808,com.spotify.music,Hyvin pelittää!,positive,hyvin pelittää 
66996,com.fluffyfairygames.idleminertycoon,Maailman paras peli  mun pikkuvelikin pelaa,positive,maailman paras peli mun pikkuvelikin pelaa
17016,com.nordea.mobiletoken,"Toimii kuin unelma varsinin siirtopalvelun kanssa vaikka olisi eri pankit. Kätevä, nopea ja selkeä!",positive,toimii kuin unelma varsinin siirtopalvelun kanssa vaikka olisi eri pankit kätevä nopea ja selkeä 
86453,com.codigames.idle.theme.park.tycoon,Hyvä,positive,hyvä
106506,air.fi.yle.pikkukakkonen,Tosi tosi tosi tosi tosi tosi tosi hyvä peli!,positive,tosi tosi tosi tosi tosi tosi tosi hyvä peli 
134,fi.ekapeli.EkapeliAlku,Mahtava hyvä annan arvo sanaksi 5/5,positive,mahtava hyvä annan arvo sanaksi 5 5
92780,com.codigames.idle.fitness.gym.tycoon,GG=GOOD GAME,positive,gg good game
497,fi.ekapeli.EkapeliAlku,Helppo ja kiva lastenpeli! :-),positive,helppo ja kiva lastenpeli 
133251,com.spotify.music,Aivan sairaasti musiikkia,positive,aivan sairaasti musiikkia
50998,com.thirdpresence.ruutu,laatuboss,positive,laatuboss
92462,com.harjuconsulting.texttv,Perus settiä ☺ tykkään,positive,perus settiä tykkään
102556,fi.hs.android,Huippu hyvä.,positive,huippu hyvä 
25309,com.nordea.mobiletoken,Jätte bra,positive,jätte bra
106805,air.fi.yle.pikkukakkonen,Maailman paras peli 🎊,positive,maailman paras peli 
68092,com.fluffyfairygames.idleminertycoon,Paras😄,positive,paras 
74377,fi.spankki,Todella helppoa,positive,todella helppoa
43038,fi.nordea.mobilebank,Erittäin kätevä ja toimiva,positive,erittäin kätevä ja toimiva
19295,com.nordea.mobiletoken,Erittäin kätevä ja toimii hyvin,positive,erittäin kätevä ja toimii hyvin
83295,com.banana4apps.evolution,Aivan paska,positive,aivan paska
39115,fi.nordea.mobilebank,Nopea.,positive,nopea 
103902,fi.nordea.mep.p2p,Loistava sovellus👍,positive,loistava sovellus 
121581,com.spotify.music,1tähti pois ku pitää maksaa   Primiumist,positive,1tähti pois ku pitää maksaa primiumist
122715,com.spotify.music,Paras ikinä pystyy kuunella 7 päivää priimiumilla ja saailmaiseksi käytettyä,positive,paras ikinä pystyy kuunella 7 päivää priimiumilla ja saailmaiseksi käytettyä
24889,com.nordea.mobiletoken,Helpottaa nettipankin käyttöä,positive,helpottaa nettipankin käyttöä
5312,com.yle.webtv,Hyvä ja hyvä luke,positive,hyvä ja hyvä luke
62382,com.fluffyfairygames.idleminertycoon,Viihdyttävä ja hyvä peli!,positive,viihdyttävä ja hyvä peli 
143074,com.swampsend.maastokartat,"Todella hyvä, jopa google mapsia parempi ainakin kävelyversiona.",positive,todella hyvä jopa google mapsia parempi ainakin kävelyversiona 
24842,com.nordea.mobiletoken,Helppokäyttöinen ja nopeahko,positive,helppokäyttöinen ja nopeahko
32660,fi.nordea.mobilebank,Yksinkertainen ja toimiva!,positive,yksinkertainen ja toimiva 
60775,fi.iltalehti.iltalehti,"Nopea, helppokäyttöinen ja toimiva uutissovellus.",positive,nopea helppokäyttöinen ja toimiva uutissovellus 
27219,com.nordea.mep.npay,Erinomainen,positive,erinomainen
117625,com.spotify.music,Toimiva!,positive,toimiva 
78693,fi.danskebank.mobilepay,Helppo. Tarkoituksenomainen.,positive,helppo tarkoituksenomainen 
65283,com.fluffyfairygames.idleminertycoon,I love this game so much 😍,positive,i love this game so much 
5455,com.yle.webtv,Bestestest.,positive,bestestest 
119792,com.spotify.music,ei valittamist,positive,ei valittamist
24319,com.nordea.mobiletoken,Loistavasti toimiva systeemi.,positive,loistavasti toimiva systeemi 
52765,com.thirdpresence.ruutu,Hyviä sarjoja ilmaiseksi,positive,hyviä sarjoja ilmaiseksi
4700,com.yle.webtv,Tää on kiva.😋,positive,tää on kiva 
106483,air.fi.yle.pikkukakkonen,Maailman paras vaihtoehto,positive,maailman paras vaihtoehto
27888,fi.nordea.mobilebank,"Vaivaton, helppo ja superhyvä mobiilipankki. Ei tarvitse erillisiä lippulappusia tunnuslukuja (vain kun otat ensimmäisen kerran ohjelman käyttöön), luot vain oman tunnusluvun. Suosittelen!",positive,vaivaton helppo ja superhyvä mobiilipankki ei tarvitse erillisiä lippulappusia tunnuslukuja vain kun otat ensimmäisen kerran ohjelman käyttöön luot vain oman tunnusluvun suosittelen 
26238,com.nordea.mobiletoken,Näyttää toimivan yllättävän hyvin,positive,näyttää toimivan yllättävän hyvin
88375,fi.op.android.lompsa,Vihdoinkin saatu sormenjälki toimimaan Samsung Galaxy S8!,positive,vihdoinkin saatu sormenjälki toimimaan samsung galaxy s8 
82049,fi.iltasanomat,Gay,positive,gay
7237,com.yle.webtv,Hyviä dokkareita.,positive,hyviä dokkareita 
24856,com.nordea.mobiletoken,Helpompi kuin luulin,positive,helpompi kuin luulin
3036,com.droidhang.ad,On maailman paras peli!!!!!!!!,positive,on maailman paras peli 
17364,com.nordea.mobiletoken,toimii hyvin ja on helppo käyttää.,positive,toimii hyvin ja on helppo käyttää 
115220,com.spotify.music,Kiva musiikki sovellus,positive,kiva musiikki sovellus
53914,fi.itella.posti.android,Tämä tekee asioimisen postissa helpoksi ja nopeuttaa paketin hakua. Aivan mahtava sovellus joka myös säästää luontoa kun jää paperit lähettämättä. Lisää tällaisia sovelluksia.😀,positive,tämä tekee asioimisen postissa helpoksi ja nopeuttaa paketin hakua aivan mahtava sovellus joka myös säästää luontoa kun jää paperit lähettämättä lisää tällaisia sovelluksia 
66357,com.fluffyfairygames.idleminertycoon,Ihan fine,positive,ihan fine
148063,com.liigavahti.telia,Oih,positive,oih
125687,com.spotify.music,Tosi jees,positive,tosi jees
84453,com.codigames.market.idle.tycoon,goob,positive,goob
144743,com.swampsend.maastokartat,hyödyllinen selkeä,positive,hyödyllinen selkeä
24891,com.nordea.mobiletoken,Viimesen päälle nopee,positive,viimesen päälle nopee
10727,com.yle.webtv,Odotettu uudistus!,positive,odotettu uudistus 
126698,com.spotify.music,Hiano juttu,positive,hiano juttu
145467,com.swampsend.maastokartat,Loistava.  Vielä kun saisi tilojen rajat näkyviin kuten karttapaikalla.,positive,loistava vielä kun saisi tilojen rajat näkyviin kuten karttapaikalla 
134788,com.spotify.music,SPOTIFY IS BEST!,positive,spotify is best 
131876,com.spotify.music,Mahtava♥,positive,mahtava 
128108,com.spotify.music,Aivan mahtavaa musiikkia,positive,aivan mahtavaa musiikkia
137751,com.spotify.music,Pystyy kuunteleen musikkia ja tekeen jotai muuta samalla puhelimel siis ihan paras👋👋👋,positive,pystyy kuunteleen musikkia ja tekeen jotai muuta samalla puhelimel siis ihan paras 
31667,fi.nordea.mobilebank,hyvä ja nopea,positive,hyvä ja nopea
147299,com.swampsend.maastokartat,Paras karttasovellus Androidille.,positive,paras karttasovellus androidille 
93572,fi.mtvkatsomo,Saa katottua temppareita💖💖💖💖,positive,saa katottua temppareita 
58876,fi.fmi.mobileweather,Hyvä Sovellus Koska Mulla Paikanettiin Sää,positive,hyvä sovellus koska mulla paikanettiin sää
37702,fi.nordea.mobilebank,"Pankkiasioiden hoitaminen on helpompaa, kuin olisi osannut edes toivoa pari vuotta sitten. En keksi mitään valitettavaa.",positive,pankkiasioiden hoitaminen on helpompaa kuin olisi osannut edes toivoa pari vuotta sitten en keksi mitään valitettavaa 
113155,com.spotify.music,"Mitä järkeä on edes tehdä soittolistoja, jos spotify silti syytää sinne kuulumattomia kappaleita soitettavaksi. Ei millään pahalla mutta minua ei henkilökohtaisesti kiinnosta, mitä spotify minulle ehdottaa. Omasta mielestäni se, että spotify lisää huonoja kappaleita kuunteluun pilaa kuuntelu kokemuksen",positive,mitä järkeä on edes tehdä soittolistoja jos spotify silti syytää sinne kuulumattomia kappaleita soitettavaksi ei millään pahalla mutta minua ei henkilökohtaisesti kiinnosta mitä spotify minulle ehdottaa omasta mielestäni se että spotify lisää huonoja kappaleita kuunteluun pilaa kuuntelu kokemuksen
133197,com.spotify.music,Rajaton jukebox taskukoossa - ihmeiden aika on juuri nyt,positive,rajaton jukebox taskukoossa ihmeiden aika on juuri nyt
131760,com.spotify.music,♥♥♥♥♥♥,positive, 
14803,com.yle.webtv,Psras,positive,psras
109993,com.elisa.viihde,Hyvä. Tallenteisiin tulee pitkät pätkät edellistä ohjelmaa joten miinus siitä.,positive,hyvä tallenteisiin tulee pitkät pätkät edellistä ohjelmaa joten miinus siitä 
6356,com.yle.webtv,"Erinomainen kokonaisuus! Loistava sisältö, hyvä käytettävyys jne.",positive,erinomainen kokonaisuus loistava sisältö hyvä käytettävyys jne 
47811,com.thirdpresence.ruutu,toimii!,positive,toimii 
114799,com.spotify.music,Spotify connect on huippu!,positive,spotify connect on huippu 
125100,com.spotify.music,Täydellinen musiikinystävän aplikaatio,positive,täydellinen musiikinystävän aplikaatio
35873,fi.nordea.mobilebank,Sovelluksen käyttö puhelimessa on helppoa ja nopeaa.,positive,sovelluksen käyttö puhelimessa on helppoa ja nopeaa 
62643,com.fluffyfairygames.idleminertycoon,MAAILMAN PARAS PELI,positive,maailman paras peli
147562,com.swampsend.maastokartat,On kertakaikkisen hyvät kartat.,positive,on kertakaikkisen hyvät kartat 
143379,com.swampsend.maastokartat,"hyvä sovellus, myös kuntoilijalle",positive,hyvä sovellus myös kuntoilijalle
32305,fi.nordea.mobilebank,Helppo käyttää,positive,helppo käyttää
101516,fi.hs.android,Hyvä artikkeli lapista,positive,hyvä artikkeli lapista
12046,com.yle.webtv,Älkää valittako etteikö muka toimi.. hyvinhän tää toimii :) Galaxy Trend,positive,älkää valittako etteikö muka toimi hyvinhän tää toimii galaxy trend
122832,com.spotify.music,Aivan mahtava musiikkipalvelu!,positive,aivan mahtava musiikkipalvelu 
104700,fi.laaketietokeskus.pf,Hyvä kokemus,positive,hyvä kokemus
62423,com.fluffyfairygames.idleminertycoon,Hyvä suomen kieli,positive,hyvä suomen kieli
16236,com.waze,Loistava!,positive,loistava 
134473,com.spotify.music,Tykkään! Hengellistä kotimaista vaan vielä paljon lisää niin on aivan huippu sovellus😊,positive,tykkään hengellistä kotimaista vaan vielä paljon lisää niin on aivan huippu sovellus 
41397,fi.nordea.mobilebank,Yksinkertainen ja nopea.,positive,yksinkertainen ja nopea 
115588,com.spotify.music,Hyvä musa.,positive,hyvä musa 
120318,com.spotify.music,"Tajuton määrä tunnettuja ja ei niin tunnetuja biisejä hyvällä laadulla. 
Sovellus helppo käyttää",positive,tajuton määrä tunnettuja ja ei niin tunnetuja biisejä hyvällä laadulla sovellus helppo käyttää
126566,com.spotify.music,Ihan paras löytyy kaikki parhaat bändit 😄😁,positive,ihan paras löytyy kaikki parhaat bändit 
12678,com.yle.webtv,Toimii loistavasti.,positive,toimii loistavasti 
12648,com.yle.webtv,ty,positive,ty
16131,com.waze,OK.,positive,ok 
132193,com.spotify.music,Niin Best  I,positive,niin best i
145896,com.swampsend.maastokartat,Pelastanut monesti kävely- ja pyörälenkkini haahuilut.,positive,pelastanut monesti kävely ja pyörälenkkini haahuilut 
118173,com.spotify.music,Hyviä soittolistoja,positive,hyviä soittolistoja
69388,com.allaboutradio.radiosuomi,Melko hyvä sovellus!,positive,melko hyvä sovellus 
109494,com.tripadvisor.tripadvisor,Helppo tapa löytää ravintoloita ja hotelleja,positive,helppo tapa löytää ravintoloita ja hotelleja
143548,com.swampsend.maastokartat,Toimii aina ja varauksetta,positive,toimii aina ja varauksetta
110170,com.elisa.viihde,Hyvää ohjelmaa.,positive,hyvää ohjelmaa 
306,fi.ekapeli.EkapeliAlku,jee,positive,jee
113429,com.spotify.music,hyvinhän täällä musiikkia on. ottaa päähän että ilmainen versio on niin pilattu mainoksilla ja poistetuilla ominaisuuksilla. ei ole 9e /kk väärtti minusta.,positive,hyvinhän täällä musiikkia on ottaa päähän että ilmainen versio on niin pilattu mainoksilla ja poistetuilla ominaisuuksilla ei ole 9e kk väärtti minusta 
113807,com.spotify.music,Yksinkertaisesti paras väline musiikin kuunteluun!,positive,yksinkertaisesti paras väline musiikin kuunteluun 
21341,com.nordea.mobiletoken,Kaikki todella helppoa.,positive,kaikki todella helppoa 
131511,com.spotify.music,Beyond amazing.,positive,beyond amazing 
35355,fi.nordea.mobilebank,"Kätevä, helppo, nopea.",positive,kätevä helppo nopea 
131650,com.spotify.music,Musiikki on elämää ja elämä musiikkia,positive,musiikki on elämää ja elämä musiikkia
3523,com.droidhang.ad,N Colapoika tilaa🤑,positive,n colapoika tilaa 
54458,fi.itella.posti.android,Tosi hyvä nopea tapa,positive,tosi hyvä nopea tapa
26312,com.nordea.mobiletoken,Helppo👍,positive,helppo 
38608,fi.nordea.mobilebank,"Olen tyytyväinen, helpottaa paljon asioiden hoitamista. Pankki aina mukana.",positive,olen tyytyväinen helpottaa paljon asioiden hoitamista pankki aina mukana 
36484,fi.nordea.mobilebank,Helppokäyttöine,positive,helppokäyttöine
4875,com.yle.webtv,Valinnanvaraa riittää .,positive,valinnanvaraa riittää 
128056,com.spotify.music,"Annan viisi tähteä, koska voi kuunnella vaikka minkä laista musiikkia.😊",positive,annan viisi tähteä koska voi kuunnella vaikka minkä laista musiikkia 
79359,fi.iltasanomat,Erittäin hyvä!,positive,erittäin hyvä 
62112,fi.iltalehti.iltalehti,Ihana,positive,ihana
118328,com.spotify.music,hyvä paras,positive,hyvä paras
62940,com.fluffyfairygames.idleminertycoon,Ajan viettoon hyvä...,positive,ajan viettoon hyvä 
45330,com.codigames.hotel.empire.tycoon.idle.game,Hyvä peli kannattaa ladata,positive,hyvä peli kannattaa ladata
129001,com.spotify.music,5/5 on premium lisää tämmostä,positive,5 5 on premium lisää tämmostä
20246,com.nordea.mobiletoken,hyvää palvelu,positive,hyvää palvelu
85174,com.fsecure.ms.dc,"Tärkeimmät asiat käytössä, tekee työnsä huomaamattomasti ja hyvin.",positive,tärkeimmät asiat käytössä tekee työnsä huomaamattomasti ja hyvin 
47906,com.thirdpresence.ruutu,👍🏻,positive, 
52456,com.thirdpresence.ruutu,Paskaa Homot imekää mankeli lerssiä,positive,paskaa homot imekää mankeli lerssiä
135521,com.spotify.music,Ois viel parempi jos vois kuunnella puhelimellakin mitä tahansa biisejä,positive,ois viel parempi jos vois kuunnella puhelimellakin mitä tahansa biisejä
59601,fi.fmi.mobileweather,Hyvin osuu,positive,hyvin osuu
16574,com.waze,...kunhan on aktiivisia käyttäjiä.,positive, kunhan on aktiivisia käyttäjiä 
128,fi.ekapeli.EkapeliAlku,ma oon kakkosella ja rupesin pelaa tätä pelii koska pikkuveliki pelaa:DD,positive,ma oon kakkosella ja rupesin pelaa tätä pelii koska pikkuveliki pelaa dd
14542,com.yle.webtv,Ihan kätevä,positive,ihan kätevä
1060,fi.ekapeli.EkapeliAlku,iha ookoo,positive,iha ookoo
139282,com.spotify.music,Hyvä musiikin kuuntelioille!,positive,hyvä musiikin kuuntelioille 
90669,net.easypark.android,"Kiva, kun voi tarvittaessa lisätä parkkiaikaa.",positive,kiva kun voi tarvittaessa lisätä parkkiaikaa 
143570,com.swampsend.maastokartat,Pärjään mainiosti metsäretkillä.,positive,pärjään mainiosti metsäretkillä 
111567,com.elisa.viihde,"TV opas toimii huomattavasti paremmin, nopeammin kuin ennen. Kiitos! HTC OneX+ 4.1.1",positive,tv opas toimii huomattavasti paremmin nopeammin kuin ennen kiitos htc onex 4 1 1
86102,com.trackinglabs.parceltracker,parasta laatua,positive,parasta laatua
5106,com.yle.webtv,Tosi hyvä ja kätevä sovellus😍Tykkään tosi paljon❤,positive,tosi hyvä ja kätevä sovellus tykkään tosi paljon 
64442,com.fluffyfairygames.idleminertycoon,iha paska,positive,iha paska
29492,fi.nordea.mobilebank,"Selkeä, looginen ja helppokäyttöinen",positive,selkeä looginen ja helppokäyttöinen
137266,com.spotify.music,Hyvä premiumina. Mutta nyt kun en enää maksa tästä ja päivitty niin artistiradiota ei pysty kuuntelemaan enää ollenkaan. Aiemmin 5/5 but now 3/5,positive,hyvä premiumina mutta nyt kun en enää maksa tästä ja päivitty niin artistiradiota ei pysty kuuntelemaan enää ollenkaan aiemmin 5 5 but now 3 5
93679,fi.mtvkatsomo,Ihan o k,positive,ihan k
34745,fi.nordea.mobilebank,Todella hyvä !!!,positive,todella hyvä 
11357,com.yle.webtv,Ei moitittavaa.,positive,ei moitittavaa 
383,fi.ekapeli.EkapeliAlku,Ole ekatisa ja oen oppinut kiijottamaan paljon,positive,ole ekatisa ja oen oppinut kiijottamaan paljon
46483,com.thirdpresence.ruutu,Näppärä aina mukana,positive,näppärä aina mukana
119843,com.spotify.music,Jou jou Gad täällähän mlg koira kuuntelee musaa. Suosittelen lämpimästi kuunnella musiikkia täysillä volumeillaa!,positive,jou jou gad täällähän mlg koira kuuntelee musaa suosittelen lämpimästi kuunnella musiikkia täysillä volumeillaa 
72828,fi.spankki,Kätevä ja toimii!,positive,kätevä ja toimii 
127342,com.spotify.music,On se,positive,on se
6418,com.yle.webtv,"Erinomaisia ohjelmia, melko helppo käyttää.",positive,erinomaisia ohjelmia melko helppo käyttää 
118326,com.spotify.music,Ihan perseestä,positive,ihan perseestä
98215,fi.mtvkatsomo,Koska on paras,positive,koska on paras
73182,fi.spankki,Turvallinen ja paras...,positive,turvallinen ja paras 
26200,com.nordea.mobiletoken,Homma toimii hienosti!,positive,homma toimii hienosti 
42517,fi.nordea.mobilebank,Helpottaa elämää todella paljon!,positive,helpottaa elämää todella paljon 
84362,com.codigames.market.idle.tycoon,huva beli,positive,huva beli
74669,fi.spankki,Helppo ja nopea 🤗,positive,helppo ja nopea 
6509,com.yle.webtv,Todella hyvää yleltä,positive,todella hyvää yleltä
106609,air.fi.yle.pikkukakkonen,Aivan mahtava peli,positive,aivan mahtava peli
116814,com.spotify.music,Vitun hyvä,positive,vitun hyvä
135615,com.spotify.music,Ihan ok musiikkia,positive,ihan ok musiikkia
38433,fi.nordea.mobilebank,Kiitoksia,positive,kiitoksia
111440,com.elisa.viihde,Chrome cast tuki vihdoinkin. Loistava päivityspaketti.,positive,chrome cast tuki vihdoinkin loistava päivityspaketti 
71275,com.myklarnamobile,👍👍👍👍,positive, 
67724,com.fluffyfairygames.idleminertycoon,Hihan sairaan hyvä,positive,hihan sairaan hyvä
6455,com.yle.webtv,Hyvä ylen areena sovellus,positive,hyvä ylen areena sovellus
23854,com.nordea.mobiletoken,Lähes yhtä kätevä kuin mobiilivarmenne.,positive,lähes yhtä kätevä kuin mobiilivarmenne 
123023,com.spotify.music,On Spotify,positive,on spotify
132234,com.spotify.music,Tosi hyvä😁,positive,tosi hyvä 
71900,fi.spankki,"Hyvin lähti toimimaan. Alussa aiheutti ylimääräistä äxonia kun lukitsi edellisen version käytön lomamatkan aikana. Kuinka useampia s mobili sovelluksia voi käyttää samalla puhelimella. Voiko käyttää yhteistä puhelinta vai pitääkö kaikilla käyttäjillä olla oma puhelin , entä vaikuttaako tietokoneella maksamiseen ?",positive,hyvin lähti toimimaan alussa aiheutti ylimääräistä äxonia kun lukitsi edellisen version käytön lomamatkan aikana kuinka useampia mobili sovelluksia voi käyttää samalla puhelimella voiko käyttää yhteistä puhelinta vai pitääkö kaikilla käyttäjillä olla oma puhelin entä vaikuttaako tietokoneella maksamiseen 
99646,fi.mtvkatsomo,Katon simpsoneita sieltä kanataa ladata....,positive,katon simpsoneita sieltä kanataa ladata 
108821,com.tripadvisor.tripadvisor,"Tämän avulla suunnittelen matkani, hotellini, nähtävyydet ja ruokapaikat. Olen itsekin ahkera arvostelija.",positive,tämän avulla suunnittelen matkani hotellini nähtävyydet ja ruokapaikat olen itsekin ahkera arvostelija 
145289,com.swampsend.maastokartat,Tosi hyvä.Kun näkyy järvien syvyydet.,positive,tosi hyvä kun näkyy järvien syvyydet 
23130,com.nordea.mobiletoken,Sovellus on aina toiminut moitteettomasti minulla. ja jos joku väittää että ei helpota arjen elämää niin on siinä väärässä. voin puhelimella tilata kaupasta parissa minuutissa mitä vain eikä lompakkoakaan tarvitse kaivaa taskusta jos ei jollain peliä nii säästäkööt rahaa kunnon puhelimeen.,positive,sovellus on aina toiminut moitteettomasti minulla ja jos joku väittää että ei helpota arjen elämää niin on siinä väärässä voin puhelimella tilata kaupasta parissa minuutissa mitä vain eikä lompakkoakaan tarvitse kaivaa taskusta jos ei jollain peliä nii säästäkööt rahaa kunnon puhelimeen 
6762,com.yle.webtv,"Toimii erinomaisesti! Vielä kun saisi videot pyörimään näyttö kiinni, niin kuin radio-ohjelmat jo saa. :)",positive,toimii erinomaisesti vielä kun saisi videot pyörimään näyttö kiinni niin kuin radio ohjelmat jo saa 
3229,com.droidhang.ad,Very adictive game. Love it ❤ im 78 lvl i have been playing 33 Days,positive,very adictive game love it im 78 lvl have been playing 33 days
33832,fi.nordea.mobilebank,Helppo käyttää ja kätevä,positive,helppo käyttää ja kätevä
76664,fi.spankki,Erin omainem,positive,erin omainem
88400,fi.op.android.lompsa,Kätevä kaikin tavoin.,positive,kätevä kaikin tavoin 
12989,com.yle.webtv,Sairaan hyvä mut mul on niin vähä tilaa et ain vähä väliä voi ladata😊,positive,sairaan hyvä mut mul on niin vähä tilaa et ain vähä väliä voi ladata 
124812,com.spotify.music,Täältä saa maailman parhainta musiikkii. Mulla on soittolistalla 29 tai 30 kappaletta! Ja mul on ainakin miljoona soittolistaa♥♥♥♥,positive,täältä saa maailman parhainta musiikkii mulla on soittolistalla 29 tai 30 kappaletta ja mul on ainakin miljoona soittolistaa 
20422,com.nordea.mobiletoken,Helppo !,positive,helppo 
11277,com.yle.webtv,"Uusi minulle, varmasti hyvä.",positive,uusi minulle varmasti hyvä 
147714,com.swampsend.maastokartat,Erittäin laadukas kartta lähelle zoomatessaki. ILMAINEN,positive,erittäin laadukas kartta lähelle zoomatessaki ilmainen
4764,com.yle.webtv,Hyvä luonto kuvat,positive,hyvä luonto kuvat
64191,com.fluffyfairygames.idleminertycoon,Paras❤️❤️,positive,paras 
36964,fi.nordea.mobilebank,Helppo käyttää vaikka iltasella sohvalta.,positive,helppo käyttää vaikka iltasella sohvalta 
140396,com.spotify.music,Paras paras paras,positive,paras paras paras
66230,com.fluffyfairygames.idleminertycoon,super mahtava peli,positive,super mahtava peli
131864,com.spotify.music,Yes good,positive,yes good
125550,com.spotify.music,Aivan mahtavaa!,positive,aivan mahtavaa 
110887,com.elisa.viihde,Helppo ja toimiva!,positive,helppo ja toimiva 
79458,fi.iltasanomat,Hyvää journalismia,positive,hyvää journalismia
16293,com.waze,Siis tää on oikeesti iha sika hyvä ja käytän tätä aina kun mä ajan autoo.,positive,siis tää on oikeesti iha sika hyvä ja käytän tätä aina kun mä ajan autoo 
16386,com.waze,Though Finnish street names pronounced in English are sometimes hard to understand. :),positive,though finnish street names pronounced in english are sometimes hard to understand 
104024,fi.nordea.mep.p2p,very good,positive,very good
26178,com.nordea.mobiletoken,"Todella hyvä ja kätevä käyttää, tälläistä on odetettu.",positive,todella hyvä ja kätevä käyttää tälläistä on odetettu 
128154,com.spotify.music,2016,positive,2016
105970,fi.yle.uutisvahti,Ei aukea,positive,ei aukea
133783,com.spotify.music,Really nice music,positive,really nice music
81877,fi.iltasanomat,Nopee asennus ja lataamnen,positive,nopee asennus ja lataamnen
28392,fi.nordea.mobilebank,"Mobiiliversio toiminut moitteettomasti, olen ollut tyytyväinen.",positive,mobiiliversio toiminut moitteettomasti olen ollut tyytyväinen 
63619,com.fluffyfairygames.idleminertycoon,Mahtava 2D mine peli,positive,mahtava 2d mine peli
140891,com.spotify.music,Loooooooooooooooooooooooool,positive,loooooooooooooooooooooooool
144599,com.swampsend.maastokartat,Hyvät kokemukset,positive,hyvät kokemukset
65474,com.fluffyfairygames.idleminertycoon,Tää on mun paras peli🤑,positive,tää on mun paras peli 
143726,com.swampsend.maastokartat,Hyvä karttaohjelma,positive,hyvä karttaohjelma
135901,com.spotify.music,Hyvä mutta premium vähän kallis,positive,hyvä mutta premium vähän kallis
148864,com.appmind.radios.fi,"Hyvä sovellus! 📻 Ite nykyään radio jopa suuremmassa kuuntelussa kun Spotify, ihme kyllä. Oma lemppari radiokanava on YleX, ehdottomasti! 🎧",positive,hyvä sovellus ite nykyään radio jopa suuremmassa kuuntelussa kun spotify ihme kyllä oma lemppari radiokanava on ylex ehdottomasti 
135671,com.spotify.music,Iha sika hyvä,positive,iha sika hyvä
111280,com.elisa.viihde,Pelittää niin kuin pitääkin!,positive,pelittää niin kuin pitääkin 
67669,com.fluffyfairygames.idleminertycoon,That's a nice one,positive,that a nice one
84323,com.codigames.market.idle.tycoon,koukuttavă,positive,koukuttavă
42991,fi.nordea.mobilebank,Hienosti toimii puhelimessa,positive,hienosti toimii puhelimessa
128798,com.spotify.music,Tosi hyvä ja mahtavaa musaa,positive,tosi hyvä ja mahtavaa musaa
47864,com.thirdpresence.ruutu,På,positive,på
134056,com.spotify.music,Omfg,positive,omfg
35499,fi.nordea.mobilebank,Y k,positive,y k
139898,com.spotify.music,50000 pistettä tämmösseen,positive,50000 pistettä tämmösseen
70318,com.myklarnamobile,toimii hyvin ja nopeasti,positive,toimii hyvin ja nopeasti
26004,com.nordea.mobiletoken,Viimeinkin pääsee siitä pahviläpyskästä eroon.,positive,viimeinkin pääsee siitä pahviläpyskästä eroon 
65358,com.fluffyfairygames.idleminertycoon,Loistava peli että voi parantua ja kerätä paljon,positive,loistava peli että voi parantua ja kerätä paljon
55423,fi.itella.posti.android,Helppo ja kätevä sovellus. Tällä hetkellä postilakko ja siitä huolimatta useampi paketti perillä kahdessa päivässä. Posti ❤,positive,helppo ja kätevä sovellus tällä hetkellä postilakko ja siitä huolimatta useampi paketti perillä kahdessa päivässä posti 
118513,com.spotify.music,Toimii. Kiitos. Premiumissa ei ongelmia.,positive,toimii kiitos premiumissa ei ongelmia 
46495,com.thirdpresence.ruutu,Erittäin hyvä sovellus,positive,erittäin hyvä sovellus
109521,br.com.tapps.mypizzashop,Vanhenpi versio,positive,vanhenpi versio
146309,com.swampsend.maastokartat,tosi hyvä sovellus..,positive,tosi hyvä sovellus 
78212,fi.danskebank.mobilepay,Nopeee,positive,nopeee
